"","region","long","lat","group","order","subregion","location","hits","keyword","geo","gprop"
"97","alabama",-85.8519973754883,34.9848022460938,1,97,NA,"Alabama",51,"violent crime","US","web"
"98","alabama",-85.6113510131836,34.9790725708008,1,98,NA,"Alabama",51,"violent crime","US","web"
"99","alabama",-85.5884399414062,34.8415641784668,1,99,NA,"Alabama",51,"violent crime","US","web"
"100","alabama",-85.5426025390625,34.6181106567383,1,100,NA,"Alabama",51,"violent crime","US","web"
"101","alabama",-85.5254058837891,34.5837326049805,1,101,NA,"Alabama",51,"violent crime","US","web"
"102","alabama",-85.4681167602539,34.2628746032715,1,102,NA,"Alabama",51,"violent crime","US","web"
"103","alabama",-85.4280090332031,34.0795288085938,1,103,NA,"Alabama",51,"violent crime","US","web"
"104","alabama",-85.4050903320312,33.9592094421387,1,104,NA,"Alabama",51,"violent crime","US","web"
"105","alabama",-85.3936309814453,33.907642364502,1,105,NA,"Alabama",51,"violent crime","US","web"
"106","alabama",-85.3477935791016,33.6612701416016,1,106,NA,"Alabama",51,"violent crime","US","web"
"107","alabama",-85.3134155273438,33.4951095581055,1,107,NA,"Alabama",51,"violent crime","US","web"
"108","alabama",-85.2962265014648,33.4320907592773,1,108,NA,"Alabama",51,"violent crime","US","web"
"109","alabama",-85.2446594238281,33.1169624328613,1,109,NA,"Alabama",51,"violent crime","US","web"
"110","alabama",-85.2389297485352,33.1054992675781,1,110,NA,"Alabama",51,"violent crime","US","web"
"111","alabama",-85.1930923461914,32.8705902099609,1,111,NA,"Alabama",51,"violent crime","US","web"
"112","alabama",-85.1930923461914,32.8591270446777,1,112,NA,"Alabama",51,"violent crime","US","web"
"113","alabama",-85.1701812744141,32.8419418334961,1,113,NA,"Alabama",51,"violent crime","US","web"
"114","alabama",-85.1472549438477,32.7903747558594,1,114,NA,"Alabama",51,"violent crime","US","web"
"115","alabama",-85.1300735473633,32.7674560546875,1,115,NA,"Alabama",51,"violent crime","US","web"
"116","alabama",-85.1300735473633,32.7502670288086,1,116,NA,"Alabama",51,"violent crime","US","web"
"117","alabama",-85.1243438720703,32.733081817627,1,117,NA,"Alabama",51,"violent crime","US","web"
"118","alabama",-85.1014175415039,32.67578125,1,118,NA,"Alabama",51,"violent crime","US","web"
"119","alabama",-85.1014175415039,32.6356735229492,1,119,NA,"Alabama",51,"violent crime","US","web"
"120","alabama",-85.0670394897461,32.6070289611816,1,120,NA,"Alabama",51,"violent crime","US","web"
"121","alabama",-85.0498580932617,32.5554618835449,1,121,NA,"Alabama",51,"violent crime","US","web"
"122","alabama",-85.0097503662109,32.5268173217773,1,122,NA,"Alabama",51,"violent crime","US","web"
"123","alabama",-84.9868316650391,32.4981651306152,1,123,NA,"Alabama",51,"violent crime","US","web"
"124","alabama",-84.992561340332,32.4695167541504,1,124,NA,"Alabama",51,"violent crime","US","web"
"125","alabama",-84.9753723144531,32.4236831665039,1,125,NA,"Alabama",51,"violent crime","US","web"
"126","alabama",-84.9810943603516,32.3778457641602,1,126,NA,"Alabama",51,"violent crime","US","web"
"127","alabama",-85.004020690918,32.3377380371094,1,127,NA,"Alabama",51,"violent crime","US","web"
"128","alabama",-84.9753723144531,32.3090896606445,1,128,NA,"Alabama",51,"violent crime","US","web"
"129","alabama",-84.9238052368164,32.2804412841797,1,129,NA,"Alabama",51,"violent crime","US","web"
"130","alabama",-84.9008865356445,32.2517929077148,1,130,NA,"Alabama",51,"violent crime","US","web"
"131","alabama",-84.9295349121094,32.2346076965332,1,131,NA,"Alabama",51,"violent crime","US","web"
"132","alabama",-84.9524536132812,32.228874206543,1,132,NA,"Alabama",51,"violent crime","US","web"
"133","alabama",-84.9696426391602,32.2002258300781,1,133,NA,"Alabama",51,"violent crime","US","web"
"134","alabama",-84.992561340332,32.1830368041992,1,134,NA,"Alabama",51,"violent crime","US","web"
"135","alabama",-85.0498580932617,32.1601181030273,1,135,NA,"Alabama",51,"violent crime","US","web"
"136","alabama",-85.0613098144531,32.1200141906738,1,136,NA,"Alabama",51,"violent crime","US","web"
"137","alabama",-85.0613098144531,32.1028251647949,1,137,NA,"Alabama",51,"violent crime","US","web"
"138","alabama",-85.0613098144531,32.085636138916,1,138,NA,"Alabama",51,"violent crime","US","web"
"139","alabama",-85.0613098144531,32.0627174377441,1,139,NA,"Alabama",51,"violent crime","US","web"
"140","alabama",-85.0613098144531,32.0283432006836,1,140,NA,"Alabama",51,"violent crime","US","web"
"141","alabama",-85.0613098144531,31.9939613342285,1,141,NA,"Alabama",51,"violent crime","US","web"
"142","alabama",-85.0785064697266,31.9595851898193,1,142,NA,"Alabama",51,"violent crime","US","web"
"143","alabama",-85.1071472167969,31.9366664886475,1,143,NA,"Alabama",51,"violent crime","US","web"
"144","alabama",-85.1415252685547,31.8679141998291,1,144,NA,"Alabama",51,"violent crime","US","web"
"145","alabama",-85.1358032226562,31.7876968383789,1,145,NA,"Alabama",51,"violent crime","US","web"
"146","alabama",-85.1358032226562,31.7762393951416,1,146,NA,"Alabama",51,"violent crime","US","web"
"147","alabama",-85.1300735473633,31.7304019927979,1,147,NA,"Alabama",51,"violent crime","US","web"
"148","alabama",-85.1186065673828,31.6845645904541,1,148,NA,"Alabama",51,"violent crime","US","web"
"149","alabama",-85.0785064697266,31.6158123016357,1,149,NA,"Alabama",51,"violent crime","US","web"
"150","alabama",-85.0613098144531,31.5585174560547,1,150,NA,"Alabama",51,"violent crime","US","web"
"151","alabama",-85.0613098144531,31.5241374969482,1,151,NA,"Alabama",51,"violent crime","US","web"
"152","alabama",-85.0842361450195,31.4783000946045,1,152,NA,"Alabama",51,"violent crime","US","web"
"153","alabama",-85.0842361450195,31.4439239501953,1,153,NA,"Alabama",51,"violent crime","US","web"
"154","alabama",-85.0956954956055,31.4095478057861,1,154,NA,"Alabama",51,"violent crime","US","web"
"155","alabama",-85.0956954956055,31.3407917022705,1,155,NA,"Alabama",51,"violent crime","US","web"
"156","alabama",-85.1014175415039,31.3006839752197,1,156,NA,"Alabama",51,"violent crime","US","web"
"157","alabama",-85.1243438720703,31.2834949493408,1,157,NA,"Alabama",51,"violent crime","US","web"
"158","alabama",-85.1243438720703,31.254846572876,1,158,NA,"Alabama",51,"violent crime","US","web"
"159","alabama",-85.1128768920898,31.1918201446533,1,159,NA,"Alabama",51,"violent crime","US","web"
"160","alabama",-85.1128768920898,31.174633026123,1,160,NA,"Alabama",51,"violent crime","US","web"
"161","alabama",-85.0899658203125,31.1402568817139,1,161,NA,"Alabama",51,"violent crime","US","web"
"162","alabama",-85.0441284179688,31.1116065979004,1,162,NA,"Alabama",51,"violent crime","US","web"
"163","alabama",-85.0383987426758,31.0944194793701,1,163,NA,"Alabama",51,"violent crime","US","web"
"164","alabama",-85.0326690673828,31.0772304534912,1,164,NA,"Alabama",51,"violent crime","US","web"
"165","alabama",-85.0326690673828,31.0371246337891,1,165,NA,"Alabama",51,"violent crime","US","web"
"166","alabama",-85.0154800415039,31.0027484893799,1,166,NA,"Alabama",51,"violent crime","US","web"
"167","alabama",-85.0154800415039,30.9970169067383,1,167,NA,"Alabama",51,"violent crime","US","web"
"168","alabama",-85.4967651367188,31.0084743499756,1,168,NA,"Alabama",51,"violent crime","US","web"
"169","alabama",-85.5196762084961,31.0084743499756,1,169,NA,"Alabama",51,"violent crime","US","web"
"170","alabama",-86.0467987060547,31.0084743499756,1,170,NA,"Alabama",51,"violent crime","US","web"
"171","alabama",-86.2014999389648,31.0084743499756,1,171,NA,"Alabama",51,"violent crime","US","web"
"172","alabama",-86.3905715942383,31.0084743499756,1,172,NA,"Alabama",51,"violent crime","US","web"
"173","alabama",-86.705696105957,31.0084743499756,1,173,NA,"Alabama",51,"violent crime","US","web"
"174","alabama",-86.7973709106445,31.0084743499756,1,174,NA,"Alabama",51,"violent crime","US","web"
"175","alabama",-87.1812591552734,31.0084743499756,1,175,NA,"Alabama",51,"violent crime","US","web"
"176","alabama",-87.6052474975586,31.0084743499756,1,176,NA,"Alabama",51,"violent crime","US","web"
"177","alabama",-87.6052474975586,30.9569110870361,1,177,NA,"Alabama",51,"violent crime","US","web"
"178","alabama",-87.610969543457,30.9339923858643,1,178,NA,"Alabama",51,"violent crime","US","web"
"179","alabama",-87.6338958740234,30.8996162414551,1,179,NA,"Alabama",51,"violent crime","US","web"
"180","alabama",-87.6396255493164,30.8766975402832,1,180,NA,"Alabama",51,"violent crime","US","web"
"181","alabama",-87.6338958740234,30.8595085144043,1,181,NA,"Alabama",51,"violent crime","US","web"
"182","alabama",-87.610969543457,30.8423175811768,1,182,NA,"Alabama",51,"violent crime","US","web"
"183","alabama",-87.5479507446289,30.7735633850098,1,183,NA,"Alabama",51,"violent crime","US","web"
"184","alabama",-87.4906539916992,30.721996307373,1,184,NA,"Alabama",51,"violent crime","US","web"
"185","alabama",-87.4620056152344,30.7105388641357,1,185,NA,"Alabama",51,"violent crime","US","web"
"186","alabama",-87.4505462646484,30.6990776062012,1,186,NA,"Alabama",51,"violent crime","US","web"
"187","alabama",-87.4218978881836,30.6761589050293,1,187,NA,"Alabama",51,"violent crime","US","web"
"188","alabama",-87.4104385375977,30.6475124359131,1,188,NA,"Alabama",51,"violent crime","US","web"
"189","alabama",-87.4104385375977,30.6188640594482,1,189,NA,"Alabama",51,"violent crime","US","web"
"190","alabama",-87.4333572387695,30.5844879150391,1,190,NA,"Alabama",51,"violent crime","US","web"
"191","alabama",-87.4620056152344,30.5443801879883,1,191,NA,"Alabama",51,"violent crime","US","web"
"192","alabama",-87.4677352905273,30.527193069458,1,192,NA,"Alabama",51,"violent crime","US","web"
"193","alabama",-87.4620056152344,30.5100040435791,1,193,NA,"Alabama",51,"violent crime","US","web"
"194","alabama",-87.44482421875,30.4928131103516,1,194,NA,"Alabama",51,"violent crime","US","web"
"195","alabama",-87.3989868164062,30.4584369659424,1,195,NA,"Alabama",51,"violent crime","US","web"
"196","alabama",-87.3932571411133,30.4469795227051,1,196,NA,"Alabama",51,"violent crime","US","web"
"197","alabama",-87.4047164916992,30.4297866821289,1,197,NA,"Alabama",51,"violent crime","US","web"
"198","alabama",-87.4218978881836,30.4297866821289,1,198,NA,"Alabama",51,"violent crime","US","web"
"199","alabama",-87.439094543457,30.4240608215332,1,199,NA,"Alabama",51,"violent crime","US","web"
"200","alabama",-87.439094543457,30.4183292388916,1,200,NA,"Alabama",51,"violent crime","US","web"
"201","alabama",-87.4505462646484,30.4011421203613,1,201,NA,"Alabama",51,"violent crime","US","web"
"202","alabama",-87.4620056152344,30.3896808624268,1,202,NA,"Alabama",51,"violent crime","US","web"
"203","arizona",-114.637390136719,35.0191802978516,2,204,NA,"Arizona",46,"violent crime","US","web"
"204","arizona",-114.643127441406,35.1051216125488,2,205,NA,"Arizona",46,"violent crime","US","web"
"205","arizona",-114.603019714355,35.1223106384277,2,206,NA,"Arizona",46,"violent crime","US","web"
"206","arizona",-114.574363708496,35.1796112060547,2,207,NA,"Arizona",46,"violent crime","US","web"
"207","arizona",-114.585830688477,35.2369041442871,2,208,NA,"Arizona",46,"violent crime","US","web"
"208","arizona",-114.597282409668,35.2827415466309,2,209,NA,"Arizona",46,"violent crime","US","web"
"209","arizona",-114.608741760254,35.3572273254395,2,210,NA,"Arizona",46,"violent crime","US","web"
"210","arizona",-114.625938415527,35.4087905883789,2,211,NA,"Arizona",46,"violent crime","US","web"
"211","arizona",-114.666046142578,35.4546279907227,2,212,NA,"Arizona",46,"violent crime","US","web"
"212","arizona",-114.660308837891,35.5004653930664,2,213,NA,"Arizona",46,"violent crime","US","web"
"213","arizona",-114.666046142578,35.5405731201172,2,214,NA,"Arizona",46,"violent crime","US","web"
"214","arizona",-114.671775817871,35.6093292236328,2,215,NA,"Arizona",46,"violent crime","US","web"
"215","arizona",-114.683235168457,35.6666221618652,2,216,NA,"Arizona",46,"violent crime","US","web"
"216","arizona",-114.700416564941,35.712459564209,2,217,NA,"Arizona",46,"violent crime","US","web"
"217","arizona",-114.700416564941,35.7926750183105,2,218,NA,"Arizona",46,"violent crime","US","web"
"218","arizona",-114.688957214355,35.8843460083008,2,219,NA,"Arizona",46,"violent crime","US","web"
"219","arizona",-114.711875915527,35.9129943847656,2,220,NA,"Arizona",46,"violent crime","US","web"
"220","arizona",-114.734802246094,35.9588317871094,2,221,NA,"Arizona",46,"violent crime","US","web"
"221","arizona",-114.734802246094,36.0161285400391,2,222,NA,"Arizona",46,"violent crime","US","web"
"222","arizona",-114.757713317871,36.0619659423828,2,223,NA,"Arizona",46,"violent crime","US","web"
"223","arizona",-114.734802246094,36.1078033447266,2,224,NA,"Arizona",46,"violent crime","US","web"
"224","arizona",-114.700416564941,36.1192588806152,2,225,NA,"Arizona",46,"violent crime","US","web"
"225","arizona",-114.643127441406,36.1421775817871,2,226,NA,"Arizona",46,"violent crime","US","web"
"226","arizona",-114.557182312012,36.153636932373,2,227,NA,"Arizona",46,"violent crime","US","web"
"227","arizona",-114.488426208496,36.1364479064941,2,228,NA,"Arizona",46,"violent crime","US","web"
"228","arizona",-114.396751403809,36.1364479064941,2,229,NA,"Arizona",46,"violent crime","US","web"
"229","arizona",-114.327995300293,36.1135292053223,2,230,NA,"Arizona",46,"violent crime","US","web"
"230","arizona",-114.310813903809,36.0447769165039,2,231,NA,"Arizona",46,"violent crime","US","web"
"231","arizona",-114.264976501465,36.0275840759277,2,232,NA,"Arizona",46,"violent crime","US","web"
"232","arizona",-114.201942443848,36.021858215332,2,233,NA,"Arizona",46,"violent crime","US","web"
"233","arizona",-114.13892364502,36.0390472412109,2,234,NA,"Arizona",46,"violent crime","US","web"
"234","arizona",-114.116004943848,36.0963401794434,2,235,NA,"Arizona",46,"violent crime","US","web"
"235","arizona",-114.08162689209,36.1364479064941,2,236,NA,"Arizona",46,"violent crime","US","web"
"236","arizona",-114.052978515625,36.2109336853027,2,237,NA,"Arizona",46,"violent crime","US","web"
"237","arizona",-114.047248840332,36.8411865234375,2,238,NA,"Arizona",46,"violent crime","US","web"
"238","arizona",-114.041519165039,36.9958839416504,2,239,NA,"Arizona",46,"violent crime","US","web"
"239","arizona",-113.823799133301,36.9958839416504,2,240,NA,"Arizona",46,"violent crime","US","web"
"240","arizona",-113.537322998047,37.0016136169434,2,241,NA,"Arizona",46,"violent crime","US","web"
"241","arizona",-113.279487609863,37.0016136169434,2,242,NA,"Arizona",46,"violent crime","US","web"
"242","arizona",-113.004470825195,37.0016136169434,2,243,NA,"Arizona",46,"violent crime","US","web"
"243","arizona",-112.907066345215,36.9958839416504,2,244,NA,"Arizona",46,"violent crime","US","web"
"244","arizona",-112.729446411133,37.0016136169434,2,245,NA,"Arizona",46,"violent crime","US","web"
"245","arizona",-112.540374755859,36.9958839416504,2,246,NA,"Arizona",46,"violent crime","US","web"
"246","arizona",-112.414321899414,36.9958839416504,2,247,NA,"Arizona",46,"violent crime","US","web"
"247","arizona",-112.208053588867,36.9958839416504,2,248,NA,"Arizona",46,"violent crime","US","web"
"248","arizona",-111.950225830078,37.0016136169434,2,249,NA,"Arizona",46,"violent crime","US","web"
"249","arizona",-111.686668395996,37.0016136169434,2,250,NA,"Arizona",46,"violent crime","US","web"
"250","arizona",-111.411643981934,37.0016136169434,2,251,NA,"Arizona",46,"violent crime","US","web"
"251","arizona",-111.319969177246,37.0016136169434,2,252,NA,"Arizona",46,"violent crime","US","web"
"252","arizona",-111.25121307373,36.9958839416504,2,253,NA,"Arizona",46,"violent crime","US","web"
"253","arizona",-111.125160217285,36.9958839416504,2,254,NA,"Arizona",46,"violent crime","US","web"
"254","arizona",-110.844413757324,37.0016136169434,2,255,NA,"Arizona",46,"violent crime","US","web"
"255","arizona",-110.75846862793,36.9958839416504,2,256,NA,"Arizona",46,"violent crime","US","web"
"256","arizona",-110.683990478516,36.9958839416504,2,257,NA,"Arizona",46,"violent crime","US","web"
"257","arizona",-110.546478271484,36.9958839416504,2,258,NA,"Arizona",46,"violent crime","US","web"
"258","arizona",-110.30583190918,37.0016136169434,2,259,NA,"Arizona",46,"violent crime","US","web"
"259","arizona",-110.088104248047,37.0016136169434,2,260,NA,"Arizona",46,"violent crime","US","web"
"260","arizona",-110.00789642334,37.0016136169434,2,261,NA,"Arizona",46,"violent crime","US","web"
"261","arizona",-109.933410644531,36.9958839416504,2,262,NA,"Arizona",46,"violent crime","US","web"
"262","arizona",-109.715682983398,36.9958839416504,2,263,NA,"Arizona",46,"violent crime","US","web"
"263","arizona",-109.41202545166,36.9958839416504,2,264,NA,"Arizona",46,"violent crime","US","web"
"264","arizona",-109.148460388184,36.9958839416504,2,265,NA,"Arizona",46,"violent crime","US","web"
"265","arizona",-109.039596557617,36.9958839416504,2,266,NA,"Arizona",46,"violent crime","US","web"
"266","arizona",-109.04532623291,35.9989395141602,2,267,NA,"Arizona",46,"violent crime","US","web"
"267","arizona",-109.051063537598,34.9504280090332,2,268,NA,"Arizona",46,"violent crime","US","web"
"268","arizona",-109.051063537598,34.5722732543945,2,269,NA,"Arizona",46,"violent crime","US","web"
"269","arizona",-109.056785583496,33.7758636474609,2,270,NA,"Arizona",46,"violent crime","US","web"
"270","arizona",-109.051063537598,33.2029037475586,2,271,NA,"Arizona",46,"violent crime","US","web"
"271","arizona",-109.056785583496,32.7789154052734,2,272,NA,"Arizona",46,"violent crime","US","web"
"272","arizona",-109.056785583496,32.4236831665039,2,273,NA,"Arizona",46,"violent crime","US","web"
"273","arizona",-109.056785583496,31.3522510528564,2,274,NA,"Arizona",46,"violent crime","US","web"
"274","arizona",-109.234405517578,31.3522510528564,2,275,NA,"Arizona",46,"violent crime","US","web"
"275","arizona",-109.624015808105,31.3465213775635,2,276,NA,"Arizona",46,"violent crime","US","web"
"276","arizona",-109.996437072754,31.3522510528564,2,277,NA,"Arizona",46,"violent crime","US","web"
"277","arizona",-110.351669311523,31.3522510528564,2,278,NA,"Arizona",46,"violent crime","US","web"
"278","arizona",-110.477722167969,31.3522510528564,2,279,NA,"Arizona",46,"violent crime","US","web"
"279","arizona",-110.632415771484,31.3522510528564,2,280,NA,"Arizona",46,"violent crime","US","web"
"280","arizona",-110.987655639648,31.3465213775635,2,281,NA,"Arizona",46,"violent crime","US","web"
"281","arizona",-111.119430541992,31.3579788208008,2,282,NA,"Arizona",46,"violent crime","US","web"
